task_code;domain;pattern;pattern_group;pattern_subgroup;difficulty;title;prompt;loaded_to_db_at
SQL_0806_11;sql;anti_join;SQL Core;Joins;2;Users Without Successful Submissions;Найти пользователей с более чем 10 отправками и без единой успешной проверки;2026-07-16 00:00:00
SQL_0806_12;sql;aggregation;SQL Core;Aggregation;1;Cities Above Global Average Check;Найти города, где средний чек выше глобального среднего;2026-07-16 00:00:00
SQL_0806_13;sql;lag_lead;SQL Core;Window Functions;2;Salary Change Detection;Найти последнее изменение зарплаты сотрудника относительно предыдущего значения;2026-07-16 00:00:00
SQL_0806_14;sql;aggregation;SQL Core;Aggregation;1;Unique Subjects Per Teacher;Посчитать количество уникальных предметов у каждого преподавателя;2026-07-16 00:00:00
SQL_0806_15;sql;date_functions;Data Handling;Dates;1;Daily Active Users;Рассчитать DAU за последние 30 дней;2026-07-16 00:00:00
SQL_0806_16;sql;aggregation;SQL Core;Aggregation;2;First Year Product Sales;Найти продажи, совершённые в первый год существования продукта;2026-07-16 00:00:00
SQL_0806_17;sql;having;SQL Core;Aggregation;1;Classes With Five Students;Найти классы, в которых обучается не менее пяти студентов;2026-07-16 00:00:00
SQL_1006_01;sql;sql_reading;SQL Core;Basics;1;Average Activity Gap;Определить смысл CTE user_activity и activity_gaps, а также что считает средний интервал между днями активности;2026-07-16 00:00:00
SQL_1006_02;sql;sql_reading;SQL Core;Basics;1;Paid Orders Left Join Bug;Найти ошибку фильтрации после LEFT JOIN при подсчёте заказов пользователей;2026-07-16 00:00:00
SQL_1006_03;sql;date_functions;Data Handling;Dates;1;Month Boundaries;Получить начало месяца, конец месяца и количество дней до конца месяца;2026-07-16 00:00:00
SQL_1006_04;sql;retention;Product Analytics;User Lifecycle;3;Cohort Base Table;Построить базовую таблицу когорт с cohort_month и month_number;2026-07-16 00:00:00
SQL_1006_05;sql;conditional_aggregation;SQL Core;Aggregation;2;Order Status Counts;Посчитать количество заказов каждого статуса по пользователям;2026-07-16 00:00:00
SQL_1006_07;sql;grain_analysis;Data Modeling;Grain & Relationships;2;Users Orders Payments Grain;Определить grain после join users → orders → payments;2026-07-16 00:00:00
SQL_1006_08;sql;aggregation_concepts;SQL Theory;Aggregation;2;Count vs Sum Case;Объяснить различия между count(case when) и sum(case when);2026-07-16 00:00:00
SQL_1006_09;sql;aggregation_concepts;SQL Theory;Aggregation;1;Where vs Filter;Объяснить различие между WHERE и FILTER;2026-07-16 00:00:00
SQL_1006_10;sql;pattern_recognition;SQL Core;Basics;1;Pattern Recognition;Назвать паттерны, узнаваемые по условию задачи;2026-07-16 00:00:00
SQL_1006_11;sql;rolling_window;SQL Core;Time Series;2;Rolling Sum Previous 7 Days;Посчитать сумму заказов за предыдущие 7 дней без текущего заказа;2026-07-16 00:00:00
SQL_1006_12;sql;running_aggregates;SQL Core;Window Functions;3;Income Greater Than Expense;Найти пользователей, у которых в каждом месяце доходы превышали расходы;2026-07-16 00:00:00
SQL_1006_13;sql;having;SQL Core;Aggregation;2;Patients In Three Hospitals;Найти пациентов, посетивших минимум три больницы;2026-07-16 00:00:00
SQL_1006_14;sql;topn_per_group;SQL Core;Window Functions;1;Top Languages Per User;Найти топ-3 языка программирования для каждого пользователя;2026-07-16 00:00:00
SQL_1006_15;sql;gaps_islands;SQL Core;Window Functions;3;Seven Day Streak;Найти пользователей с серией визитов не менее 7 дней;2026-07-16 00:00:00
SQL_1006_16;sql;as_of_join;SQL Core;Joins;3;Salary Above Historical Average;Сравнить текущую зарплату сотрудника со средней зарплатой компании на дату найма;2026-07-16 00:00:00
SQL_1006_17;sql;forward_fill;SQL Core;Window Functions;3;Fill Forward Status;Заполнить NULL-статусы последним известным статусом пользователя;2026-07-16 00:00:00
SQL_1006_18;sql;aggregation;SQL Core;Aggregation;1;Followers Count;Посчитать количество подписчиков каждого пользователя;2026-07-16 00:00:00
SQL_1006_19;sql;having;SQL Core;Aggregation;1;Largest Single Number;Найти максимальное число, встречающееся ровно один раз;2026-07-16 00:00:00
SQL_1006_20;sql;relational_division;SQL Core;Joins;3;Customers Bought All Products;Найти клиентов, купивших все продукты из справочника;2026-07-16 00:00:00
STAT_1006_01;statistics;central_limit_theorem;Hypothesis Testing;Foundations;1;CLT In Plain Language;Объяснить центральную предельную теорему человеку без математического бэкграунда;2026-07-16 00:00:00
STAT_1006_02;statistics;standard_error;Estimation;Estimation Concepts;1;Standard Deviation vs Standard Error;Рассчитать стандартную ошибку и объяснить её смысл;2026-07-16 00:00:00
STAT_1006_03;statistics;interval_estimation;Estimation;Confidence Intervals;2;Confidence Interval For Mean Check;Построить 95% доверительный интервал для среднего чека;2026-07-16 00:00:00
STAT_1006_04;statistics;interval_interpretation;Estimation;Confidence Intervals;2;Confidence Interval Interpretation;Объяснить корректную интерпретацию доверительного интервала;2026-07-16 00:00:00
STAT_1006_05;statistics;one_sample_test_selection;Parametric Analysis;One Sample Tests;2;Z vs T Distribution;Выбрать между z и t для малого размера выборки;2026-07-16 00:00:00
STAT_1006_06;statistics;interval_interpretation;Estimation;Confidence Intervals;2;Confidence Interval Width;Объяснить влияние размера выборки, уровня доверия и разброса на ширину интервала;2026-07-16 00:00:00
STAT_1006_07;statistics;interval_estimation;Estimation;Confidence Intervals;2;Confidence Interval For Conversion;Построить доверительный интервал для конверсии;2026-07-16 00:00:00
STAT_1106_01;statistics;interval_estimation;Estimation;Confidence Intervals;2;Confidence Interval 95 Percent;Построить 95% доверительный интервал для среднего при известном σ;2026-07-16 00:00:00
STAT_1106_02;statistics;interval_estimation;Estimation;Confidence Intervals;2;Confidence Interval 99 Percent;Построить 99% доверительный интервал для среднего при известном σ;2026-07-16 00:00:00
STAT_1106_03;statistics;interval_estimation;Estimation;Confidence Intervals;2;Confidence Interval 90 Percent;Построить 90% доверительный интервал для среднего веса упаковок;2026-07-16 00:00:00
STAT_1106_04;statistics;interval_estimation;Estimation;Confidence Intervals;2;Confidence Interval Width Check;Проверить корректность ширины доверительного интервала;2026-07-16 00:00:00
STAT_1106_05;statistics;interval_estimation;Estimation;Confidence Intervals;2;Confidence Interval Comparison;Сравнить интервалы при разных размерах выборки;2026-07-16 00:00:00
STAT_1106_06;statistics;interval_estimation;Estimation;Confidence Intervals;1;Confidence Level 94 Percent;Найти критическое значение z и построить интервал;2026-07-16 00:00:00
STAT_1106_07;statistics;interval_estimation;Estimation;Confidence Intervals;1;Confidence Level 98 Percent;Найти критическое значение z и построить интервал;2026-07-16 00:00:00
STAT_1106_08;statistics;interval_estimation;Estimation;Confidence Intervals;1;Recover Confidence Level;Восстановить уровень доверия по готовому интервалу;2026-07-16 00:00:00
STAT_1106_09;statistics;interval_estimation;Estimation;Confidence Intervals;1;Confidence Level 96 Percent;Найти ближайшее z по таблице и построить интервал;2026-07-16 00:00:00
STAT_1106_10;statistics;ecdf;Descriptive Statistics;ECDF;2;ECDF By Hand;Построить эмпирическую функцию распределения вручную;2026-07-16 00:00:00
